	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_494	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	494	579551	580567	1	C	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]								Cytochrome bd terminal oxidase subunit II [PF02322.18]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_495	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	495	580718	583783	1	C	K15371	glutamate dehydrogenase [EC:1.4.1.2]								Bacterial NAD-glutamate dehydrogenase [PF05088.15]; Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_496	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	496	583841	584878	1	D										AI-2E family transporter [PF01594.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_497	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	497	585108	586553	1	D										ASPIC and UnbV [PF07593.15]; FG-GAP-like repeat [PF13517.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_498	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	498	586574	587611	1	C	K00801	farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]								Squalene/phytoene synthase [PF00494.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_499	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	499	587614	588027	-1	C	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]								Thioesterase-like superfamily [PF13279.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_500	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	500	588178	589371	1	C	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	MER0320740	S12	MER0320740 - family S12 unassigned peptidases (Clostridium sp. Maddingley MBC34-26) [S12.UPW]#S12#{peptidase unit: 64-352}~source ZP_11365530~	False	0.318	143.0	8.767e-35	Beta-lactamase [PF00144.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_501	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	501	589377	590255	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_502	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	502	590373	590747	-1	C	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]								Endoribonuclease L-PSP [PF01042.24]; YjgF/chorismate_mutase-like, putative endoribonuclease [PF14588.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_503	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	503	590790	592310	-1	C	K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]								pfkB family carbohydrate kinase [PF00294.27]; Cytidylyltransferase-like [PF01467.29]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_504	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	504	592374	593030	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_505	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	505	593166	595025	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_506	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	506	595039	595290	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_507	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	507	595493	596164	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_508	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	508	596181	596957	-1	C	K09125	queuosine precursor transporter								Putative vitamin uptake transporter [PF02592.18]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_509	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	509	596957	598153	-1	C	K09125	queuosine precursor transporter								Putative vitamin uptake transporter [PF02592.18]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_510	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	510	598163	598420	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_511	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	511	598704	599735	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_512	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	512	599812	601014	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_513	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	513	601260	603410	1	D										TonB dependent receptor [PF00593.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_514	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	514	603412	604656	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_515	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	515	604673	605773	1	C	K06968	23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]								RlmM ferredoxin-like domain [PF18125.4]; FtsJ-like methyltransferase [PF01728.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_516	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	516	605917	606666	1	D										ABC transporter [PF00005.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_517	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	517	606641	607477	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_518	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	518	607487	608278	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_519	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	519	608330	609214	1	D										Bacterial extracellular solute-binding proteins, family 3 [PF00497.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_520	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	520	609220	610440	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; GHKL domain [PF14501.9]; His Kinase A (phospho-acceptor) domain [PF00512.28]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_521	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	521	610612	611685	-1	C	K01620	threonine aldolase [EC:4.1.2.48]								Beta-eliminating lyase [PF01212.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_522	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	522	612051	612833	1	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.23]; Ligated ion channel L-glutamate- and glycine-binding site [PF10613.12]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_523	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	523	612854	613675	1	D										Leucine-rich repeat [PF14580.9]; Leucine rich repeat [PF13855.9]; Leucine Rich repeats (2 copies) [PF12799.10]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_524	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	524	613696	614904	1	D										Major Facilitator Superfamily [PF07690.19]; Sugar (and other) transporter [PF00083.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_525	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	525	614884	616419	-1	C	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]								Uncharacterized protein family UPF0004 [PF00919.23]; Radical SAM superfamily [PF04055.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_526	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	526	616448	618055	-1	C	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]								SRP54-type protein, GTPase domain [PF00448.25]; Signal peptide binding domain [PF02978.22]; SRP54-type protein, helical bundle domain [PF02881.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_527	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	527	618288	619235	1	C	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]								Acyl transferase domain [PF00698.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_528	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	528	619255	620094	1	C	K01265	methionyl aminopeptidase [EC:3.4.11.18]	MER0565118	M24A	MER0565118 - subfamily M24A unassigned peptidases () [M24.UPA]#M24A#{peptidase unit: 2-248}~source PKL76000~	False	0.606	292.0	2.131e-87	Metallopeptidase family M24 [PF00557.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_529	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	529	620072	620782	1	D										RibD C-terminal domain [PF01872.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_530	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	530	620813	622069	1	C	K07552	MFS transporter, DHA1 family, multidrug resistance protein								Major Facilitator Superfamily [PF07690.19]; Sugar (and other) transporter [PF00083.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_531	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	531	622285	624645	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; Response regulator receiver domain [PF00072.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_532	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	532	624763	625545	1	C	K02391	flagellar basal-body rod protein FlgF								Flagellar basal body rod FlgEFG protein C-terminal [PF06429.16]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_533	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	533	625744	627180	1	D										Outer membrane efflux protein [PF02321.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_534	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	534	627186	628640	-1	D										5' nucleotidase family [PF05761.17]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_535	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	535	628694	629821	-1	D										Saccharopine dehydrogenase C-terminal domain [PF16653.8]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_536	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	536	629901	631253	1	C	K01478	arginine deiminase [EC:3.5.3.6]								Arginine deiminase [PF02274.20]; N,N dimethylarginine dimethylhydrolase, eukaryotic [PF19420.2]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_537	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	537	631348	633387	1	C	K08309	soluble lytic murein transglycosylase [EC:4.2.2.-]								Transglycosylase SLT domain [PF01464.23]	GH23	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)	3.2.1.17,3.2.1.17_or_4.2.2.n1,4.2.2.n1	GH23.hmm	0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_538	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	538	633398	634012	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_539	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	539	634191	635144	-1	D										Branched-chain polyamine synthase A C-terminal domain [PF01861.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_540	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	540	635141	635830	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_541	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	541	635904	637622	-1	C	K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]								Malic enzyme, NAD binding domain [PF03949.18]; Malic enzyme, N-terminal domain [PF00390.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_542	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	542	637643	638341	-1	C	K03648	uracil-DNA glycosylase [EC:3.2.2.27]								Uracil DNA glycosylase superfamily [PF03167.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_543	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	543	638490	640130	-1	D										DEAD/DEAH box helicase [PF00270.32]; Helicase conserved C-terminal domain [PF00271.34]; U3-containing 90S pre-ribosomal complex subunit [PF14617.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_544	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	544	640416	640673	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_545	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	545	640677	641831	-1	C	K00865	glycerate 2-kinase [EC:2.7.1.165]								Glycerate kinase family [PF02595.18]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_546	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	546	642048	642299	1	C	K02078	acyl carrier protein								Phosphopantetheine attachment site [PF00550.28]; Acyl-carrier [PF14573.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_547	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	547	642423	642878	1	C	K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]								Ribose/Galactose Isomerase [PF02502.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_548	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	548	642875	644161	1	C	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]								Serine hydroxymethyltransferase [PF00464.22]; Orn/Lys/Arg decarboxylase, major domain [PF01276.23]; Cys/Met metabolism PLP-dependent enzyme [PF01053.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_549	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	549	644453	645757	1	D										RRXRR protein [PF14239.9]; HNH endonuclease [PF14279.9]; HNH endonuclease [PF13395.9]; HNH endonuclease [PF01844.26]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_550	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	550	645906	646394	1	C	K07738	transcriptional repressor NrdR								ATP cone domain [PF03477.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_551	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	551	646435	647091	1	C	K00793	riboflavin synthase [EC:2.5.1.9]								Lumazine binding domain [PF00677.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_552	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	552	647126	648763	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_553	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	553	648899	649438	-1	C	K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]								Peptidyl-tRNA hydrolase [PF01195.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_554	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	554	649445	649993	-1	C	K02897	large subunit ribosomal protein L25								Ribosomal L25p family [PF01386.22]; Ribosomal protein TL5, C-terminal domain [PF14693.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_555	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	555	650478	650963	1	C	K03640	peptidoglycan-associated lipoprotein								OmpA family [PF00691.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_556	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	556	651013	651795	-1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]; HAD-hyrolase-like [PF13242.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_557	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	557	651878	654556	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_558	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	558	654712	655290	1	D										Type IV pilus assembly protein PilM; [PF11104.11]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_559	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	559	655377	656432	1	D										Type IV pilus assembly protein PilM; [PF11104.11]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_560	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	560	656436	657077	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_561	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	561	657104	658054	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_562	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	562	658040	659056	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_563	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	563	659080	661536	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_564	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	564	661520	665053	-1	C	K03723	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]								UvrB interaction domain [PF17757.4]; CarD-like/TRCF domain [PF02559.19]; TRCF domain [PF03461.18]; Helicase conserved C-terminal domain [PF00271.34]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_565	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	565	665093	666112	-1	C	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]								NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus [PF07479.17]; NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus [PF01210.26]; Bacterial GPD, NAD-dependent C-terminal [PF20618.1]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_566	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	566	666208	667176	1	C	K03924	MoxR-like ATPase [EC:3.6.3.-]								ATPase family associated with various cellular activities (AAA) [PF07726.14]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.2]; AAA domain (dynein-related subfamily) [PF07728.17]; AAA lid domain [PF17863.4]; Magnesium chelatase, subunit ChlI [PF01078.24]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_567	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	567	667193	667711	1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]; HAD-hyrolase-like [PF13242.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_568	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	568	667732	668244	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_569	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	569	668865	670439	1	C	K18682	ribonucrease Y [EC:3.1.-.-]								RNase Y N-terminal region [PF12072.11]; HD domain [PF01966.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_570	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	570	670528	671358	1	C	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]								YmdB-like protein [PF13277.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_571	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	571	671457	672926	1	D										Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_572	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	572	672952	673533	-1	D										ADP-ribosylation factor family [PF00025.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_573	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	573	673533	674615	-1	C	K01809	mannose-6-phosphate isomerase [EC:5.3.1.8]								Phosphomannose isomerase type I, catalytic domain [PF20511.1]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_574	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	574	674612	675538	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_575	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	575	675531	676019	-1	C	K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]								Dehydroquinase class II [PF01220.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_576	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	576	676035	676232	-1	E															0
