locus_tag	ftype	length_bp	gene	EC_number	COG	product
BAMDCOFK_01944	CDS	276	rpsS		COG0185	30S ribosomal protein S19
BAMDCOFK_01945	CDS	828	rplB		COG0090	50S ribosomal protein L2
BAMDCOFK_01946	CDS	333	rplW		COG0089	50S ribosomal protein L23
BAMDCOFK_01947	CDS	597	rplD		COG0088	50S ribosomal protein L4
BAMDCOFK_01948	CDS	552	rplC		COG0087	50S ribosomal protein L3
BAMDCOFK_01949	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
BAMDCOFK_01950	CDS	4194	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
BAMDCOFK_01951	CDS	4173	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
BAMDCOFK_01952	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
BAMDCOFK_01953	CDS	519	rplJ		COG0244	50S ribosomal protein L10
BAMDCOFK_01954	CDS	699	rplA		COG0081	50S ribosomal protein L1
BAMDCOFK_01955	CDS	426	rplK		COG0080	50S ribosomal protein L11
BAMDCOFK_01956	CDS	984	etfA		COG2025	Electron transfer flavoprotein subunit alpha
BAMDCOFK_01957	CDS	780	etfB			Electron transfer flavoprotein subunit beta
BAMDCOFK_01958	CDS	1125				hypothetical protein
BAMDCOFK_01959	CDS	2046	uvrC		COG0322	UvrABC system protein C
BAMDCOFK_01960	CDS	513				hypothetical protein
BAMDCOFK_01961	CDS	1026	xerD_2		COG4974	Tyrosine recombinase XerD
BAMDCOFK_01962	CDS	552				hypothetical protein
BAMDCOFK_01963	CDS	651				hypothetical protein
BAMDCOFK_01964	CDS	1296				hypothetical protein
BAMDCOFK_01965	CDS	270	rpsO		COG0184	30S ribosomal protein S15
BAMDCOFK_01966	CDS	3165				hypothetical protein
BAMDCOFK_01967	CDS	855	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
BAMDCOFK_01968	CDS	1302	lapB			Lipopolysaccharide assembly protein B
BAMDCOFK_01969	CDS	1371	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
BAMDCOFK_01970	CDS	951				hypothetical protein
BAMDCOFK_01971	CDS	942	eutD		COG0280	Ethanolamine utilization protein EutD
BAMDCOFK_01972	CDS	327				hypothetical protein
BAMDCOFK_01973	CDS	894				hypothetical protein
BAMDCOFK_01974	CDS	702				hypothetical protein
BAMDCOFK_01975	CDS	1245	ackA	2.7.2.1	COG0282	Acetate kinase
BAMDCOFK_01976	CDS	747				hypothetical protein
BAMDCOFK_01977	CDS	2070	fusA_2		COG0480	Elongation factor G
BAMDCOFK_01978	CDS	336				hypothetical protein
BAMDCOFK_01979	CDS	1575	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
BAMDCOFK_01980	CDS	630				hypothetical protein
BAMDCOFK_01981	CDS	411				hypothetical protein
BAMDCOFK_01982	CDS	582				hypothetical protein
BAMDCOFK_01983	CDS	1338				hypothetical protein
BAMDCOFK_01984	CDS	3189	swrC		COG0841	Swarming motility protein SwrC
BAMDCOFK_01985	CDS	189				hypothetical protein
BAMDCOFK_01986	CDS	1515	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
BAMDCOFK_01987	CDS	1119	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
BAMDCOFK_01988	CDS	150				hypothetical protein
BAMDCOFK_01989	CDS	1452	sqr	1.8.5.4	COG0446	Sulfide-quinone reductase
BAMDCOFK_01990	CDS	159				hypothetical protein
BAMDCOFK_01991	rRNA	77				5S ribosomal RNA (partial)
BAMDCOFK_01992	rRNA	2888				23S ribosomal RNA
BAMDCOFK_01993	tRNA	76				tRNA-Ala(tgc)
BAMDCOFK_01994	rRNA	1530				16S ribosomal RNA
BAMDCOFK_01995	CDS	723	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
BAMDCOFK_01996	CDS	606				hypothetical protein
BAMDCOFK_01997	CDS	642				hypothetical protein
BAMDCOFK_01998	CDS	774				hypothetical protein
BAMDCOFK_01999	CDS	1551	rssB_5			Regulator of RpoS
BAMDCOFK_02000	CDS	771				hypothetical protein
BAMDCOFK_02001	CDS	330				hypothetical protein
BAMDCOFK_02002	CDS	1998				hypothetical protein
BAMDCOFK_02003	CDS	1953	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
BAMDCOFK_02004	CDS	900	ytpA	3.1.1.-	COG2267	Phospholipase YtpA
BAMDCOFK_02005	CDS	786	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
BAMDCOFK_02006	CDS	801				hypothetical protein
BAMDCOFK_02007	CDS	1143				hypothetical protein
BAMDCOFK_02008	CDS	1083	flgI			Flagellar P-ring protein
BAMDCOFK_02009	CDS	438				hypothetical protein
BAMDCOFK_02010	CDS	3465				hypothetical protein
BAMDCOFK_02011	CDS	921				hypothetical protein
BAMDCOFK_02012	CDS	1272				hypothetical protein
BAMDCOFK_02013	CDS	990	proP_2			Proline/betaine transporter
BAMDCOFK_02014	CDS	582				IS630 family transposase ISGdi4
BAMDCOFK_02015	CDS	411				hypothetical protein
BAMDCOFK_02016	CDS	216				hypothetical protein
BAMDCOFK_02017	CDS	468				hypothetical protein
BAMDCOFK_02018	CDS	441				hypothetical protein
BAMDCOFK_02019	CDS	984	cysK	2.5.1.47		Cysteine synthase
BAMDCOFK_02020	CDS	1296				hypothetical protein
BAMDCOFK_02021	CDS	1359	rlmL_2	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
BAMDCOFK_02022	CDS	573		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
BAMDCOFK_02023	CDS	1392				hypothetical protein
BAMDCOFK_02024	CDS	1731	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BAMDCOFK_02025	CDS	687				hypothetical protein
BAMDCOFK_02026	CDS	741				IS21 family transposase ISCsa9
BAMDCOFK_02027	CDS	1530				IS21 family transposase ISPpu7
BAMDCOFK_02028	CDS	111				hypothetical protein
BAMDCOFK_02029	CDS	810				hypothetical protein
BAMDCOFK_02030	CDS	1566				hypothetical protein
BAMDCOFK_02031	CDS	327				hypothetical protein
BAMDCOFK_02032	CDS	384				hypothetical protein
BAMDCOFK_02033	CDS	111				hypothetical protein
BAMDCOFK_02034	CDS	828				IS66 family transposase ISPsy5
BAMDCOFK_02035	CDS	249				hypothetical protein
BAMDCOFK_02036	CDS	216				hypothetical protein
BAMDCOFK_02037	CDS	240				hypothetical protein
BAMDCOFK_02038	CDS	849				hypothetical protein
BAMDCOFK_02039	CDS	306	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
BAMDCOFK_02040	CDS	297				hypothetical protein
BAMDCOFK_02041	CDS	150				hypothetical protein
BAMDCOFK_02042	CDS	1026	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BAMDCOFK_02043	CDS	624	gmhA	5.3.1.28		Phosphoheptose isomerase
BAMDCOFK_02044	CDS	981	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
BAMDCOFK_02045	CDS	1938	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BAMDCOFK_02046	CDS	975	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
BAMDCOFK_02047	CDS	1149	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BAMDCOFK_02048	CDS	1056				hypothetical protein
BAMDCOFK_02049	CDS	1332	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BAMDCOFK_02050	CDS	951		5.1.3.2	COG1088	UDP-glucose 4-epimerase
BAMDCOFK_02051	CDS	1893				hypothetical protein
BAMDCOFK_02052	CDS	975	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
BAMDCOFK_02053	CDS	1155	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
BAMDCOFK_02054	CDS	1581	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
BAMDCOFK_02055	CDS	933				hypothetical protein
BAMDCOFK_02056	CDS	507				hypothetical protein
BAMDCOFK_02057	CDS	1395	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
BAMDCOFK_02058	CDS	1350				hypothetical protein
BAMDCOFK_02059	CDS	723				hypothetical protein
BAMDCOFK_02060	CDS	1125	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
BAMDCOFK_02061	CDS	2805	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
BAMDCOFK_02062	CDS	1911				hypothetical protein
BAMDCOFK_02063	CDS	729				hypothetical protein
BAMDCOFK_02064	CDS	702	lepB_2	3.4.21.89	COG0681	Signal peptidase I
BAMDCOFK_02065	CDS	2061				hypothetical protein
BAMDCOFK_02066	CDS	912				hypothetical protein
BAMDCOFK_02067	CDS	855				hypothetical protein
BAMDCOFK_02068	CDS	2700	cas3	3.1.-.-		CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST
BAMDCOFK_02069	CDS	948	cas1_2	3.1.-.-		CRISPR-associated endonuclease Cas1
	repeat_region	1477				
BAMDCOFK_02070	CDS	600	cas6f	3.1.-.-		CRISPR-associated endonuclease Cas6f/Csy4
BAMDCOFK_02071	CDS	1128	csy3			CRISPR-associated protein Csy3
BAMDCOFK_02072	CDS	849				hypothetical protein
BAMDCOFK_02073	CDS	1233				hypothetical protein
BAMDCOFK_02074	CDS	903	ptxB			putative phosphite transport system-binding protein PtxB
BAMDCOFK_02075	CDS	969				hypothetical protein
BAMDCOFK_02076	CDS	894				hypothetical protein
BAMDCOFK_02077	CDS	798	metQ		COG1464	D-methionine-binding lipoprotein MetQ
BAMDCOFK_02078	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
BAMDCOFK_02079	CDS	1056	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
BAMDCOFK_02080	CDS	1236	lysC_1	2.7.2.4	COG0527	Aspartokinase
BAMDCOFK_02081	CDS	735				hypothetical protein
BAMDCOFK_02082	CDS	600	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
BAMDCOFK_02083	CDS	1263	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
BAMDCOFK_02084	CDS	1173				hypothetical protein
BAMDCOFK_02085	CDS	1266	ddaF	6.3.2.47		Dapdiamide A synthase
BAMDCOFK_02086	CDS	1620				hypothetical protein
BAMDCOFK_02087	CDS	1212				hypothetical protein
BAMDCOFK_02088	CDS	930	prmC	2.1.1.297		Release factor glutamine methyltransferase
BAMDCOFK_02089	CDS	987				hypothetical protein
BAMDCOFK_02090	CDS	243				hypothetical protein
BAMDCOFK_02091	CDS	1089				hypothetical protein
BAMDCOFK_02092	CDS	333				hypothetical protein
BAMDCOFK_02093	CDS	984				hypothetical protein
BAMDCOFK_02094	CDS	696				hypothetical protein
BAMDCOFK_02095	CDS	273	rpsP		COG0228	30S ribosomal protein S16
BAMDCOFK_02096	CDS	273	rpsT		COG0268	30S ribosomal protein S20
BAMDCOFK_02097	CDS	2484				hypothetical protein
BAMDCOFK_02098	CDS	534				hypothetical protein
BAMDCOFK_02099	CDS	1530				hypothetical protein
BAMDCOFK_02100	CDS	264				hypothetical protein
BAMDCOFK_02101	CDS	528				hypothetical protein
BAMDCOFK_02102	CDS	1101				hypothetical protein
BAMDCOFK_02103	CDS	420				hypothetical protein
BAMDCOFK_02104	CDS	933				hypothetical protein
BAMDCOFK_02105	CDS	435				hypothetical protein
BAMDCOFK_02106	CDS	1923				hypothetical protein
BAMDCOFK_02107	CDS	1641	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
BAMDCOFK_02108	CDS	474	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
BAMDCOFK_02109	CDS	702	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
BAMDCOFK_02110	CDS	1530				IS21 family transposase ISPpu7
BAMDCOFK_02111	CDS	741				IS21 family transposase ISCsa9
BAMDCOFK_02112	CDS	186				hypothetical protein
BAMDCOFK_02113	CDS	504	tap		COG0840	Methyl-accepting chemotaxis protein IV
BAMDCOFK_02114	CDS	477				hypothetical protein
BAMDCOFK_02115	CDS	1365				hypothetical protein
BAMDCOFK_02116	CDS	546	bdlA		COG0840	Biofilm dispersion protein BdlA
BAMDCOFK_02117	CDS	1086	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BAMDCOFK_02118	CDS	1569				hypothetical protein
BAMDCOFK_02119	CDS	1041	futA1			Iron uptake protein A1
BAMDCOFK_02120	CDS	93				hypothetical protein
BAMDCOFK_02121	CDS	306				hypothetical protein
BAMDCOFK_02122	CDS	924				hypothetical protein
BAMDCOFK_02123	CDS	291				hypothetical protein
BAMDCOFK_02124	CDS	888	dprA		COG0758	DNA processing protein DprA
BAMDCOFK_02125	CDS	852				hypothetical protein
BAMDCOFK_02126	CDS	378				hypothetical protein
BAMDCOFK_02127	CDS	243				hypothetical protein
BAMDCOFK_02128	CDS	840				hypothetical protein
BAMDCOFK_02129	CDS	288				hypothetical protein
BAMDCOFK_02130	CDS	414				hypothetical protein
BAMDCOFK_02131	CDS	147				hypothetical protein
BAMDCOFK_02132	CDS	597				hypothetical protein
BAMDCOFK_02133	CDS	828				hypothetical protein
BAMDCOFK_02134	CDS	516				hypothetical protein
BAMDCOFK_02135	CDS	333	higB-2		COG2026	Toxin HigB-2
BAMDCOFK_02136	CDS	330				hypothetical protein
BAMDCOFK_02137	CDS	207				hypothetical protein
BAMDCOFK_02138	CDS	414				hypothetical protein
BAMDCOFK_02139	CDS	1167				IS200/IS605 family transposase ISPa83
BAMDCOFK_02140	CDS	126				hypothetical protein
BAMDCOFK_02141	CDS	894				hypothetical protein
BAMDCOFK_02142	CDS	477				hypothetical protein
BAMDCOFK_02143	CDS	1035				hypothetical protein
BAMDCOFK_02144	CDS	1353				hypothetical protein
BAMDCOFK_02145	CDS	1812				hypothetical protein
BAMDCOFK_02146	CDS	1047				hypothetical protein
BAMDCOFK_02147	CDS	945				hypothetical protein
BAMDCOFK_02148	CDS	306				hypothetical protein
BAMDCOFK_02149	CDS	372				hypothetical protein
BAMDCOFK_02150	CDS	1470				hypothetical protein
BAMDCOFK_02151	CDS	477				hypothetical protein
BAMDCOFK_02152	CDS	330				hypothetical protein
BAMDCOFK_02153	CDS	342	higA-2		COG2944	Antitoxin HigA-2
BAMDCOFK_02154	CDS	258				hypothetical protein
BAMDCOFK_02155	CDS	261				hypothetical protein
BAMDCOFK_02156	CDS	174				hypothetical protein
BAMDCOFK_02157	CDS	183				hypothetical protein
BAMDCOFK_02158	CDS	267				hypothetical protein
BAMDCOFK_02159	CDS	321				hypothetical protein
BAMDCOFK_02160	CDS	351				hypothetical protein
BAMDCOFK_02161	CDS	762	cpdA_2	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BAMDCOFK_02162	CDS	822				hypothetical protein
BAMDCOFK_02163	CDS	345				hypothetical protein
BAMDCOFK_02164	CDS	846				hypothetical protein
BAMDCOFK_02165	CDS	420				hypothetical protein
BAMDCOFK_02166	CDS	1230	mdtL_2			Multidrug resistance protein MdtL
BAMDCOFK_02167	CDS	369				hypothetical protein
BAMDCOFK_02168	CDS	846				hypothetical protein
BAMDCOFK_02169	CDS	267				hypothetical protein
BAMDCOFK_02170	CDS	174				hypothetical protein
BAMDCOFK_02171	CDS	366				hypothetical protein
BAMDCOFK_02172	CDS	672				hypothetical protein
BAMDCOFK_02173	CDS	555				hypothetical protein
BAMDCOFK_02174	CDS	429				hypothetical protein
BAMDCOFK_02175	CDS	378				hypothetical protein
BAMDCOFK_02176	CDS	195				hypothetical protein
BAMDCOFK_02177	CDS	894				hypothetical protein
BAMDCOFK_02178	CDS	261				hypothetical protein
BAMDCOFK_02179	CDS	966				hypothetical protein
BAMDCOFK_02180	CDS	342				hypothetical protein
BAMDCOFK_02181	CDS	501	orn	3.1.-.-	COG1949	Oligoribonuclease
BAMDCOFK_02182	CDS	2673	valS	6.1.1.9		Valine--tRNA ligase
BAMDCOFK_02183	CDS	1995				hypothetical protein
BAMDCOFK_02184	CDS	348	ihfA_3			Integration host factor subunit alpha
BAMDCOFK_02185	CDS	1281	eno	4.2.1.11	COG0148	Enolase
BAMDCOFK_02186	CDS	270				hypothetical protein
BAMDCOFK_02187	CDS	1194				hypothetical protein
BAMDCOFK_02188	CDS	1425				hypothetical protein
BAMDCOFK_02189	CDS	225	nfuA_1		COG0316	Fe/S biogenesis protein NfuA
BAMDCOFK_02190	CDS	1179				Iron-sulfur cluster carrier protein
BAMDCOFK_02191	CDS	1155				hypothetical protein
BAMDCOFK_02192	tRNA	75				tRNA-Asn(gtt)
BAMDCOFK_02193	CDS	663				hypothetical protein
BAMDCOFK_02194	CDS	1455				hypothetical protein
BAMDCOFK_02195	CDS	1662				hypothetical protein
BAMDCOFK_02196	CDS	729				hypothetical protein
BAMDCOFK_02197	CDS	981	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
BAMDCOFK_02198	CDS	498	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
BAMDCOFK_02199	CDS	792	lysC_2	2.7.2.4		Aspartokinase
BAMDCOFK_02200	CDS	681				hypothetical protein
BAMDCOFK_02201	CDS	1014				hypothetical protein
BAMDCOFK_02202	CDS	714				hypothetical protein
BAMDCOFK_02203	CDS	639				hypothetical protein
BAMDCOFK_02204	CDS	879				hypothetical protein
BAMDCOFK_02205	CDS	1266	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
BAMDCOFK_02206	CDS	1242	aprN	3.4.21.62		Subtilisin NAT
BAMDCOFK_02207	CDS	777				hypothetical protein
BAMDCOFK_02208	CDS	1827	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
BAMDCOFK_02209	CDS	1752				hypothetical protein
BAMDCOFK_02210	CDS	777				hypothetical protein
BAMDCOFK_02211	CDS	1659	purH			Bifunctional purine biosynthesis protein PurH
BAMDCOFK_02212	CDS	1005				hypothetical protein
BAMDCOFK_02213	CDS	189				hypothetical protein
BAMDCOFK_02214	CDS	603	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
BAMDCOFK_02215	CDS	393				hypothetical protein
BAMDCOFK_02216	CDS	1119	nadA	2.5.1.72	COG0379	Quinolinate synthase A
BAMDCOFK_02217	CDS	852	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
BAMDCOFK_02218	CDS	1605	trg_2		COG0840	Methyl-accepting chemotaxis protein III
BAMDCOFK_02219	CDS	1614				hypothetical protein
BAMDCOFK_02220	CDS	423				hypothetical protein
BAMDCOFK_02221	CDS	543				hypothetical protein
BAMDCOFK_02222	CDS	327				hypothetical protein
BAMDCOFK_02223	CDS	336				hypothetical protein
BAMDCOFK_02224	CDS	411				hypothetical protein
BAMDCOFK_02225	CDS	582				IS630 family transposase ISGdi4
BAMDCOFK_02226	CDS	159				hypothetical protein
BAMDCOFK_02227	CDS	1002	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BAMDCOFK_02228	CDS	822	yadH		COG0842	Inner membrane transport permease YadH
BAMDCOFK_02229	CDS	2406				hypothetical protein
BAMDCOFK_02230	CDS	1170				hypothetical protein
BAMDCOFK_02231	CDS	1221	sbcD		COG0420	Nuclease SbcCD subunit D
BAMDCOFK_02232	CDS	747	bamD			Outer membrane protein assembly factor BamD
BAMDCOFK_02233	CDS	417	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
BAMDCOFK_02234	CDS	1029	icmF_2	5.4.99.13		Fused isobutyryl-CoA mutase
BAMDCOFK_02235	CDS	567				hypothetical protein
BAMDCOFK_02236	CDS	1545	accC_2	6.3.4.14	COG0439	Biotin carboxylase
BAMDCOFK_02237	CDS	1557	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
BAMDCOFK_02238	CDS	492	icmF_3	5.4.99.13		Fused isobutyryl-CoA mutase
BAMDCOFK_02239	CDS	711	udk_2	2.7.1.48		Uridine kinase
BAMDCOFK_02240	CDS	237				hypothetical protein
BAMDCOFK_02241	CDS	1668				hypothetical protein
BAMDCOFK_02242	CDS	1593				hypothetical protein
BAMDCOFK_02243	CDS	546				hypothetical protein
BAMDCOFK_02244	CDS	345				hypothetical protein
BAMDCOFK_02245	CDS	459	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
BAMDCOFK_02246	CDS	1161	ycaD			putative MFS-type transporter YcaD
BAMDCOFK_02247	CDS	714				hypothetical protein
BAMDCOFK_02248	CDS	1104				hypothetical protein
BAMDCOFK_02249	CDS	1122				hypothetical protein
BAMDCOFK_02250	CDS	1404				hypothetical protein
BAMDCOFK_02251	CDS	825	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
BAMDCOFK_02252	CDS	1920	frdA_2	1.3.5.4		Fumarate reductase flavoprotein subunit
BAMDCOFK_02253	CDS	666				hypothetical protein
BAMDCOFK_02254	CDS	888	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BAMDCOFK_02255	CDS	120				hypothetical protein
BAMDCOFK_02256	CDS	1371	hflX_2		COG2262	GTPase HflX
BAMDCOFK_02257	tRNA	75				tRNA-Thr(ggt)
BAMDCOFK_02258	tRNA	77				tRNA-Gly(tcc)
BAMDCOFK_02259	tRNA	86				tRNA-Tyr(gta)
BAMDCOFK_02260	tRNA	76				tRNA-Thr(tgt)
BAMDCOFK_02261	CDS	549				hypothetical protein
BAMDCOFK_02262	CDS	1098	serC	2.6.1.52		Phosphoserine aminotransferase
BAMDCOFK_02263	CDS	846	pstB_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
BAMDCOFK_02264	CDS	1152	gltA_2	2.3.3.16	COG0372	Citrate synthase
BAMDCOFK_02265	CDS	984				hypothetical protein
BAMDCOFK_02266	CDS	1398				hypothetical protein
BAMDCOFK_02267	CDS	1464	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
BAMDCOFK_02268	CDS	3024	mdtB_3			Multidrug resistance protein MdtB
BAMDCOFK_02269	CDS	954				hypothetical protein
BAMDCOFK_02270	CDS	1323				hypothetical protein
BAMDCOFK_02271	CDS	735	menH_3	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BAMDCOFK_02272	CDS	1860	kefB			Glutathione-regulated potassium-efflux system protein KefB
BAMDCOFK_02273	CDS	963				hypothetical protein
BAMDCOFK_02274	CDS	1266				hypothetical protein
BAMDCOFK_02275	CDS	1005				hypothetical protein
BAMDCOFK_02276	CDS	555				hypothetical protein
BAMDCOFK_02277	CDS	1773				hypothetical protein
BAMDCOFK_02278	CDS	942				hypothetical protein
BAMDCOFK_02279	CDS	1230				hypothetical protein
BAMDCOFK_02280	CDS	168				hypothetical protein
BAMDCOFK_02281	CDS	660				hypothetical protein
BAMDCOFK_02282	CDS	261				hypothetical protein
BAMDCOFK_02283	CDS	276				hypothetical protein
BAMDCOFK_02284	tRNA	77				tRNA-Asp(gtc)
BAMDCOFK_02285	CDS	345				hypothetical protein
BAMDCOFK_02286	CDS	1647	prfC			Peptide chain release factor 3
BAMDCOFK_02287	CDS	1401				hypothetical protein
BAMDCOFK_02288	CDS	693				hypothetical protein
BAMDCOFK_02289	CDS	771				hypothetical protein
BAMDCOFK_02290	CDS	489				hypothetical protein
BAMDCOFK_02291	CDS	777				hypothetical protein
BAMDCOFK_02292	CDS	864		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
BAMDCOFK_02293	CDS	1050	aguA	3.5.3.12	COG2957	Agmatine deiminase
BAMDCOFK_02294	CDS	357				hypothetical protein
BAMDCOFK_02295	CDS	333	ihfA_4			Integration host factor subunit alpha
BAMDCOFK_02296	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
BAMDCOFK_02297	CDS	537	sapB		COG1285	Protein SapB
BAMDCOFK_02298	CDS	294				hypothetical protein
BAMDCOFK_02299	CDS	837				hypothetical protein
BAMDCOFK_02300	CDS	975	gshB	6.3.2.3	COG0189	Glutathione synthetase
BAMDCOFK_02301	CDS	1176	hmgA	1.13.11.5		Homogentisate 1,2-dioxygenase
BAMDCOFK_02302	CDS	1143	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BAMDCOFK_02303	CDS	561				hypothetical protein
BAMDCOFK_02304	CDS	1095	alsB		COG1879	D-allose-binding periplasmic protein
BAMDCOFK_02305	CDS	1749	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
BAMDCOFK_02306	CDS	903				hypothetical protein
BAMDCOFK_02307	CDS	846	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
BAMDCOFK_02308	CDS	1992	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
BAMDCOFK_02309	CDS	228	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
BAMDCOFK_02310	CDS	1572				hypothetical protein
BAMDCOFK_02311	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
BAMDCOFK_02312	CDS	855	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
BAMDCOFK_02313	CDS	945				hypothetical protein
BAMDCOFK_02314	CDS	837	gbuB			Glycine betaine/carnitine transport permease protein GbuB
BAMDCOFK_02315	CDS	855	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
BAMDCOFK_02316	CDS	1701	betA	1.1.99.1		Oxygen-dependent choline dehydrogenase
BAMDCOFK_02317	CDS	1728				hypothetical protein
BAMDCOFK_02318	CDS	492	cheW_3		COG0835	Chemotaxis protein CheW
BAMDCOFK_02319	CDS	2112				hypothetical protein
BAMDCOFK_02320	CDS	1899	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BAMDCOFK_02321	CDS	1791				hypothetical protein
BAMDCOFK_02322	CDS	1329				hypothetical protein
BAMDCOFK_02323	CDS	690	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
BAMDCOFK_02324	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BAMDCOFK_02325	CDS	672		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
BAMDCOFK_02326	CDS	663				hypothetical protein
BAMDCOFK_02327	CDS	690				hypothetical protein
BAMDCOFK_02328	CDS	948	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
BAMDCOFK_02329	CDS	1077	prfA		COG0216	Peptide chain release factor 1
BAMDCOFK_02330	CDS	219	rpmE		COG0254	50S ribosomal protein L31
BAMDCOFK_02331	CDS	1869				hypothetical protein
BAMDCOFK_02332	CDS	960	truB	5.4.99.25		tRNA pseudouridine synthase B
BAMDCOFK_02333	CDS	435	rbfA		COG0858	30S ribosome-binding factor
BAMDCOFK_02334	CDS	3285	infB			Translation initiation factor IF-2
BAMDCOFK_02335	CDS	498				hypothetical protein
BAMDCOFK_02336	CDS	1617	nusA			Transcription termination/antitermination protein NusA
BAMDCOFK_02337	CDS	648	rimP			Ribosome maturation factor RimP
BAMDCOFK_02338	CDS	510				hypothetical protein
BAMDCOFK_02339	CDS	1284				hypothetical protein
BAMDCOFK_02340	CDS	1209				hypothetical protein
BAMDCOFK_02341	CDS	1197	bcr_2			Bicyclomycin resistance protein
